Group,Representation,Name,Section
People-Body,🙎🏾‍♂️,man pouting medium-dark skin tone,E4.0
People-Body,🙎🏿‍♂️,man pouting dark skin tone,E4.0
People-Body,🙎‍♀️,woman pouting,E4.0
People-Body,🙎🏻‍♀️,woman pouting light skin tone,E4.0
People-Body,🙎🏼‍♀️,woman pouting medium-light skin tone,E4.0
People-Body,🙎🏽‍♀️,woman pouting medium skin tone,E4.0
People-Body,🙎🏾‍♀️,woman pouting medium-dark skin tone,E4.0
People-Body,🙎🏿‍♀️,woman pouting dark skin tone,E4.0
People-Body,🙅,person gesturing NO,E0.6
People-Body,🙅🏻,person gesturing NO light skin tone,E1.0
People-Body,🙅🏼,person gesturing NO medium-light skin tone,E1.0
People-Body,🙅🏽,person gesturing NO medium skin tone,E1.0
People-Body,🙅🏾,person gesturing NO medium-dark skin tone,E1.0
People-Body,🙅🏿,person gesturing NO dark skin tone,E1.0
People-Body,🙅‍♂️,man gesturing NO,E4.0
People-Body,🙅🏻‍♂️,man gesturing NO light skin tone,E4.0
People-Body,🙅🏼‍♂️,man gesturing NO medium-light skin tone,E4.0
People-Body,🙅🏽‍♂️,man gesturing NO medium skin tone,E4.0
People-Body,🙅🏾‍♂️,man gesturing NO medium-dark skin tone,E4.0
People-Body,🙅🏿‍♂️,man gesturing NO dark skin tone,E4.0
People-Body,🙅‍♀️,woman gesturing NO,E4.0
People-Body,🙅🏻‍♀️,woman gesturing NO light skin tone,E4.0
People-Body,🙅🏼‍♀️,woman gesturing NO medium-light skin tone,E4.0
People-Body,🙅🏽‍♀️,woman gesturing NO medium skin tone,E4.0
People-Body,🙅🏾‍♀️,woman gesturing NO medium-dark skin tone,E4.0
People-Body,🙅🏿‍♀️,woman gesturing NO dark skin tone,E4.0
People-Body,🙆,person gesturing OK,E0.6
People-Body,🙆🏻,person gesturing OK light skin tone,E1.0
People-Body,🙆🏼,person gesturing OK medium-light skin tone,E1.0
People-Body,🙆🏽,person gesturing OK medium skin tone,E1.0
People-Body,🙆🏾,person gesturing OK medium-dark skin tone,E1.0
People-Body,🙆🏿,person gesturing OK dark skin tone,E1.0
People-Body,🙆‍♂️,man gesturing OK,E4.0
People-Body,🙆🏻‍♂️,man gesturing OK light skin tone,E4.0
People-Body,🙆🏼‍♂️,man gesturing OK medium-light skin tone,E4.0
People-Body,🙆🏽‍♂️,man gesturing OK medium skin tone,E4.0
People-Body,🙆🏾‍♂️,man gesturing OK medium-dark skin tone,E4.0
People-Body,🙆🏿‍♂️,man gesturing OK dark skin tone,E4.0
People-Body,🙆‍♀️,woman gesturing OK,E4.0
People-Body,🙆🏻‍♀️,woman gesturing OK light skin tone,E4.0
People-Body,🙆🏼‍♀️,woman gesturing OK medium-light skin tone,E4.0
People-Body,🙆🏽‍♀️,woman gesturing OK medium skin tone,E4.0
People-Body,🙆🏾‍♀️,woman gesturing OK medium-dark skin tone,E4.0
People-Body,🙆🏿‍♀️,woman gesturing OK dark skin tone,E4.0
People-Body,💁,person tipping hand,E0.6
People-Body,💁🏻,person tipping hand light skin tone,E1.0
People-Body,💁🏼,person tipping hand medium-light skin tone,E1.0
People-Body,💁🏽,person tipping hand medium skin tone,E1.0
People-Body,💁🏾,person tipping hand medium-dark skin tone,E1.0
People-Body,💁🏿,person tipping hand dark skin tone,E1.0
People-Body,💁‍♂️,man tipping hand,E4.0
People-Body,💁🏻‍♂️,man tipping hand light skin tone,E4.0
People-Body,💁🏼‍♂️,man tipping hand medium-light skin tone,E4.0
People-Body,💁🏽‍♂️,man tipping hand medium skin tone,E4.0
People-Body,💁🏾‍♂️,man tipping hand medium-dark skin tone,E4.0
People-Body,💁🏿‍♂️,man tipping hand dark skin tone,E4.0
People-Body,💁‍♀️,woman tipping hand,E4.0
People-Body,💁🏻‍♀️,woman tipping hand light skin tone,E4.0
People-Body,💁🏼‍♀️,woman tipping hand medium-light skin tone,E4.0
People-Body,💁🏽‍♀️,woman tipping hand medium skin tone,E4.0
People-Body,💁🏾‍♀️,woman tipping hand medium-dark skin tone,E4.0
People-Body,💁🏿‍♀️,woman tipping hand dark skin tone,E4.0
People-Body,🙋,person raising hand,E0.6
People-Body,🙋🏻,person raising hand light skin tone,E1.0
People-Body,🙋🏼,person raising hand medium-light skin tone,E1.0
People-Body,🙋🏽,person raising hand medium skin tone,E1.0
People-Body,🙋🏾,person raising hand medium-dark skin tone,E1.0
People-Body,🙋🏿,person raising hand dark skin tone,E1.0
People-Body,🙋‍♂️,man raising hand,E4.0
People-Body,🙋🏻‍♂️,man raising hand light skin tone,E4.0
People-Body,🙋🏼‍♂️,man raising hand medium-light skin tone,E4.0
People-Body,🙋🏽‍♂️,man raising hand medium skin tone,E4.0
People-Body,🙋🏾‍♂️,man raising hand medium-dark skin tone,E4.0
People-Body,🙋🏿‍♂️,man raising hand dark skin tone,E4.0
People-Body,🙋‍♀️,woman raising hand,E4.0
People-Body,🙋🏻‍♀️,woman raising hand light skin tone,E4.0
People-Body,🙋🏼‍♀️,woman raising hand medium-light skin tone,E4.0
People-Body,🙋🏽‍♀️,woman raising hand medium skin tone,E4.0
People-Body,🙋🏾‍♀️,woman raising hand medium-dark skin tone,E4.0
People-Body,🙋🏿‍♀️,woman raising hand dark skin tone,E4.0
People-Body,🧏,deaf person,E12.0
People-Body,🧏🏻,deaf person light skin tone,E12.0
People-Body,🧏🏼,deaf person medium-light skin tone,E12.0
People-Body,🧏🏽,deaf person medium skin tone,E12.0
People-Body,🧏🏾,deaf person medium-dark skin tone,E12.0
People-Body,🧏🏿,deaf person dark skin tone,E12.0
People-Body,🧏‍♂️,deaf man,E12.0
People-Body,🧏🏻‍♂️,deaf man light skin tone,E12.0
People-Body,🧏🏼‍♂️,deaf man medium-light skin tone,E12.0
People-Body,🧏🏽‍♂️,deaf man medium skin tone,E12.0
People-Body,🧏🏾‍♂️,deaf man medium-dark skin tone,E12.0
People-Body,🧏🏿‍♂️,deaf man dark skin tone,E12.0
People-Body,🧏‍♀️,deaf woman,E12.0
People-Body,🧏🏻‍♀️,deaf woman light skin tone,E12.0
People-Body,🧏🏼‍♀️,deaf woman medium-light skin tone,E12.0
People-Body,🧏🏽‍♀️,deaf woman medium skin tone,E12.0
People-Body,🧏🏾‍♀️,deaf woman medium-dark skin tone,E12.0
People-Body,🧏🏿‍♀️,deaf woman dark skin tone,E12.0
People-Body,🙇,person bowing,E0.6
People-Body,🙇🏻,person bowing light skin tone,E1.0
People-Body,🙇🏼,person bowing medium-light skin tone,E1.0
People-Body,🙇🏽,person bowing medium skin tone,E1.0
People-Body,🙇🏾,person bowing medium-dark skin tone,E1.0
People-Body,🙇🏿,person bowing dark skin tone,E1.0
People-Body,🙇‍♂️,man bowing,E4.0
People-Body,🙇🏻‍♂️,man bowing light skin tone,E4.0
People-Body,🙇🏼‍♂️,man bowing medium-light skin tone,E4.0
People-Body,🙇🏽‍♂️,man bowing medium skin tone,E4.0
People-Body,🙇🏾‍♂️,man bowing medium-dark skin tone,E4.0
People-Body,🙇🏿‍♂️,man bowing dark skin tone,E4.0
People-Body,🙇‍♀️,woman bowing,E4.0
People-Body,🙇🏻‍♀️,woman bowing light skin tone,E4.0
People-Body,🙇🏼‍♀️,woman bowing medium-light skin tone,E4.0
People-Body,🙇🏽‍♀️,woman bowing medium skin tone,E4.0
People-Body,🙇🏾‍♀️,woman bowing medium-dark skin tone,E4.0
People-Body,🙇🏿‍♀️,woman bowing dark skin tone,E4.0
People-Body,🤦,person facepalming,E3.0
People-Body,🤦🏻,person facepalming light skin tone,E3.0
